Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
349,Agra,Achnera,Potato,Desi,FAQ,800,900,850,3-Mar-20
350,Agra,Achnera,Potato,Desi,FAQ,800,880,840,2-Mar-20
351,Agra,Achnera,Potato,Desi,FAQ,800,880,840,1-Mar-20
352,Agra,Achnera,Potato,Desi,FAQ,820,900,860,29-Feb-20
353,Agra,Achnera,Potato,Desi,FAQ,800,900,850,28-Feb-20
354,Agra,Achnera,Potato,Desi,FAQ,860,940,900,26-Feb-20
355,Agra,Achnera,Potato,Desi,FAQ,840,900,870,25-Feb-20
356,Agra,Achnera,Potato,Desi,FAQ,860,900,880,24-Feb-20
357,Agra,Achnera,Potato,Desi,FAQ,840,910,870,23-Feb-20
358,Agra,Achnera,Potato,Desi,FAQ,840,920,880,22-Feb-20
359,Agra,Achnera,Potato,Desi,FAQ,900,960,930,21-Feb-20
360,Agra,Achnera,Potato,Desi,FAQ,900,960,930,19-Feb-20
361,Agra,Achnera,Potato,Desi,FAQ,900,960,930,18-Feb-20
362,Agra,Achnera,Potato,Desi,FAQ,870,950,910,17-Feb-20
363,Agra,Achnera,Potato,Desi,FAQ,880,980,930,16-Feb-20
364,Agra,Achnera,Potato,Desi,FAQ,850,950,900,15-Feb-20
365,Agra,Achnera,Potato,Desi,FAQ,880,960,920,14-Feb-20
366,Agra,Achnera,Potato,Desi,FAQ,900,980,940,12-Feb-20
367,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,11-Feb-20
368,Agra,Achnera,Potato,Desi,FAQ,920,1000,960,10-Feb-20
369,Agra,Achnera,Potato,Desi,FAQ,940,1000,970,9-Feb-20
370,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,8-Feb-20
371,Agra,Achnera,Potato,Desi,FAQ,940,1010,970,7-Feb-20
372,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,5-Feb-20
373,Agra,Achnera,Potato,Desi,FAQ,900,960,930,4-Feb-20
374,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,3-Feb-20
375,Agra,Achnera,Potato,Desi,FAQ,1000,1080,1040,2-Feb-20
376,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,1-Feb-20
377,Agra,Achnera,Potato,Desi,FAQ,1100,1180,1140,31-Jan-20
378,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,29-Jan-20
379,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,28-Jan-20
380,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,27-Jan-20
381,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,25-Jan-20
382,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,24-Jan-20
383,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1240,22-Jan-20
384,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,21-Jan-20
385,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,20-Jan-20
386,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,19-Jan-20
387,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,18-Jan-20
388,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,17-Jan-20
389,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,15-Jan-20
390,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,14-Jan-20
391,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,13-Jan-20
392,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,12-Jan-20
393,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1260,11-Jan-20
394,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,10-Jan-20
395,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,8-Jan-20
396,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,7-Jan-20
397,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,6-Jan-20
398,Agra,Achnera,Potato,Desi,FAQ,1280,1360,1320,5-Jan-20
399,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,4-Jan-20
400,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,3-Jan-20
401,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,1-Jan-20
402,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,31-Dec-19
403,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,30-Dec-19
404,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,29-Dec-19
405,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,28-Dec-19
406,Agra,Achnera,Potato,Desi,FAQ,1300,1360,1330,27-Dec-19
407,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,25-Dec-19
408,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,24-Dec-19
409,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,23-Dec-19
410,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,22-Dec-19
411,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,21-Dec-19
412,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,20-Dec-19
413,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,18-Dec-19
414,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,17-Dec-19
415,Agra,Achnera,Potato,Desi,FAQ,900,980,940,16-Dec-19
416,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,15-Dec-19
417,Agra,Achnera,Potato,Desi,FAQ,900,980,940,14-Dec-19
418,Agra,Achnera,Potato,Desi,FAQ,870,930,900,13-Dec-19
419,Agra,Achnera,Potato,Desi,FAQ,980,1060,1020,11-Dec-19
420,Agra,Achnera,Potato,Desi,FAQ,900,940,920,10-Dec-19
421,Agra,Achnera,Potato,Desi,FAQ,880,940,910,9-Dec-19
422,Agra,Achnera,Potato,Desi,FAQ,880,960,920,8-Dec-19
423,Agra,Achnera,Potato,Desi,FAQ,870,930,900,7-Dec-19
424,Agra,Achnera,Potato,Desi,FAQ,850,930,890,6-Dec-19
425,Agra,Achnera,Potato,Desi,FAQ,850,950,900,4-Dec-19
426,Agra,Achnera,Potato,Desi,FAQ,860,920,890,3-Dec-19
427,Agra,Achnera,Potato,Desi,FAQ,860,920,890,2-Dec-19
428,Agra,Achnera,Potato,Desi,FAQ,840,920,880,1-Dec-19
429,Agra,Achnera,Potato,Desi,FAQ,850,930,890,30-Nov-19
430,Agra,Achnera,Potato,Desi,FAQ,840,920,880,29-Nov-19
431,Agra,Achnera,Potato,Desi,FAQ,900,940,920,27-Nov-19
432,Agra,Achnera,Potato,Desi,FAQ,840,920,880,26-Nov-19
433,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,25-Nov-19
434,Agra,Achnera,Potato,Desi,FAQ,900,980,940,24-Nov-19
435,Agra,Achnera,Potato,Desi,FAQ,900,980,940,23-Nov-19
436,Agra,Achnera,Potato,Desi,FAQ,850,950,900,22-Nov-19
437,Agra,Achnera,Potato,Desi,FAQ,840,920,880,20-Nov-19
438,Agra,Achnera,Potato,Desi,FAQ,800,900,850,19-Nov-19
439,Agra,Achnera,Potato,Desi,FAQ,840,900,870,18-Nov-19
440,Agra,Achnera,Potato,Desi,FAQ,840,920,880,17-Nov-19
441,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,16-Nov-19
442,Agra,Achnera,Potato,Desi,FAQ,900,980,940,15-Nov-19
443,Agra,Achnera,Potato,Desi,FAQ,900,980,940,13-Nov-19
444,Agra,Achnera,Potato,Desi,FAQ,900,980,940,12-Nov-19
445,Agra,Achnera,Potato,Desi,FAQ,900,980,940,11-Nov-19
446,Agra,Achnera,Potato,Desi,FAQ,900,980,940,10-Nov-19
447,Agra,Achnera,Potato,Desi,FAQ,900,960,930,9-Nov-19
448,Agra,Achnera,Potato,Desi,FAQ,880,960,920,8-Nov-19
449,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,6-Nov-19
450,Agra,Achnera,Potato,Desi,FAQ,870,930,900,5-Nov-19
451,Agra,Achnera,Potato,Desi,FAQ,870,930,900,4-Nov-19
452,Agra,Achnera,Potato,Desi,FAQ,850,950,900,3-Nov-19
453,Agra,Achnera,Potato,Desi,FAQ,870,930,900,2-Nov-19
454,Agra,Achnera,Potato,Desi,FAQ,840,900,870,1-Nov-19
455,Agra,Achnera,Potato,Desi,FAQ,850,950,900,30-Oct-19
456,Agra,Achnera,Potato,Desi,FAQ,850,950,900,29-Oct-19
457,Agra,Achnera,Potato,Desi,FAQ,840,900,870,28-Oct-19
458,Agra,Achnera,Potato,Desi,FAQ,830,890,860,27-Oct-19
459,Agra,Achnera,Potato,Desi,FAQ,840,900,870,26-Oct-19
460,Agra,Achnera,Potato,Desi,FAQ,840,900,870,25-Oct-19
461,Agra,Achnera,Potato,Desi,FAQ,840,900,870,23-Oct-19
462,Agra,Achnera,Potato,Desi,FAQ,830,890,860,22-Oct-19
463,Agra,Achnera,Potato,Desi,FAQ,820,900,860,21-Oct-19
464,Agra,Achnera,Potato,Desi,FAQ,800,900,850,20-Oct-19
465,Agra,Achnera,Potato,Desi,FAQ,800,900,850,19-Oct-19
466,Agra,Achnera,Potato,Desi,FAQ,830,900,870,18-Oct-19
467,Agra,Achnera,Potato,Desi,FAQ,840,900,870,16-Oct-19
468,Agra,Achnera,Potato,Desi,FAQ,800,900,850,15-Oct-19
469,Agra,Achnera,Potato,Desi,FAQ,830,890,860,14-Oct-19
470,Agra,Achnera,Potato,Desi,FAQ,840,900,870,13-Oct-19
471,Agra,Achnera,Potato,Desi,FAQ,840,920,880,12-Oct-19
472,Agra,Achnera,Potato,Desi,FAQ,820,880,850,11-Oct-19
473,Agra,Achnera,Potato,Desi,FAQ,800,880,840,9-Oct-19
474,Agra,Achnera,Potato,Desi,FAQ,800,880,840,8-Oct-19
475,Agra,Achnera,Potato,Desi,FAQ,800,880,840,7-Oct-19
476,Agra,Achnera,Potato,Desi,FAQ,800,860,830,6-Oct-19
477,Agra,Achnera,Potato,Desi,FAQ,780,850,820,5-Oct-19
478,Agra,Achnera,Potato,Desi,FAQ,790,830,810,4-Oct-19
479,Agra,Achnera,Potato,Desi,FAQ,790,850,820,2-Oct-19
480,Agra,Achnera,Potato,Desi,FAQ,760,840,800,1-Oct-19
481,Agra,Achnera,Potato,Desi,FAQ,730,800,770,30-Sep-19
482,Agra,Achnera,Potato,Desi,FAQ,700,760,730,29-Sep-19
483,Agra,Achnera,Potato,Desi,FAQ,670,730,700,28-Sep-19
484,Agra,Achnera,Potato,Desi,FAQ,700,750,725,27-Sep-19
485,Agra,Achnera,Potato,Desi,FAQ,700,750,725,25-Sep-19
486,Agra,Achnera,Potato,Desi,FAQ,700,760,730,24-Sep-19
487,Agra,Achnera,Potato,Desi,FAQ,710,750,730,23-Sep-19
488,Agra,Achnera,Potato,Desi,FAQ,700,750,725,22-Sep-19
489,Agra,Achnera,Potato,Desi,FAQ,680,760,720,21-Sep-19
490,Agra,Achnera,Potato,Desi,FAQ,700,740,720,20-Sep-19
491,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,18-Sep-19
492,Agra,Achnera,Potato,Desi,FAQ,700,780,740,17-Sep-19
493,Agra,Achnera,Potato,Desi,FAQ,700,780,740,16-Sep-19
494,Agra,Achnera,Potato,Desi,FAQ,700,780,740,15-Sep-19
495,Agra,Achnera,Potato,Desi,FAQ,700,780,740,14-Sep-19
496,Agra,Achnera,Potato,Desi,FAQ,700,780,740,13-Sep-19
497,Agra,Achnera,Potato,Desi,FAQ,700,760,730,11-Sep-19
498,Agra,Achnera,Potato,Desi,FAQ,700,760,730,10-Sep-19
499,Agra,Achnera,Potato,Desi,FAQ,700,780,740,9-Sep-19
500,Agra,Achnera,Potato,Desi,FAQ,700,760,730,8-Sep-19
501,Agra,Achnera,Potato,Desi,FAQ,700,760,730,7-Sep-19
502,Agra,Achnera,Potato,Desi,FAQ,720,780,750,6-Sep-19
503,Agra,Achnera,Potato,Desi,FAQ,700,780,740,4-Sep-19
504,Agra,Achnera,Potato,Desi,FAQ,700,760,730,3-Sep-19
505,Agra,Achnera,Potato,Desi,FAQ,730,770,750,2-Sep-19
506,Agra,Achnera,Potato,Desi,FAQ,700,780,740,1-Sep-19
507,Agra,Achnera,Potato,Desi,FAQ,700,780,740,31-Aug-19
508,Agra,Achnera,Potato,Desi,FAQ,700,780,740,30-Aug-19
509,Agra,Achnera,Potato,Desi,FAQ,700,760,730,28-Aug-19
510,Agra,Achnera,Potato,Desi,FAQ,700,780,740,27-Aug-19
511,Agra,Achnera,Potato,Desi,FAQ,720,780,750,26-Aug-19
512,Agra,Achnera,Potato,Desi,FAQ,700,760,730,25-Aug-19
513,Agra,Achnera,Potato,Desi,FAQ,700,800,750,24-Aug-19
514,Agra,Achnera,Potato,Desi,FAQ,700,800,750,23-Aug-19
515,Agra,Achnera,Potato,Desi,FAQ,710,790,750,21-Aug-19
516,Agra,Achnera,Potato,Desi,FAQ,740,800,770,20-Aug-19
517,Agra,Achnera,Potato,Desi,FAQ,740,800,770,19-Aug-19
518,Agra,Achnera,Potato,Desi,FAQ,740,800,770,18-Aug-19
519,Agra,Achnera,Potato,Desi,FAQ,740,800,770,17-Aug-19
520,Agra,Achnera,Potato,Desi,FAQ,740,820,780,16-Aug-19
521,Agra,Achnera,Potato,Desi,FAQ,800,880,840,14-Aug-19
522,Agra,Achnera,Potato,Desi,FAQ,800,880,840,13-Aug-19
523,Agra,Achnera,Potato,Desi,FAQ,780,860,820,10-Aug-19
524,Agra,Achnera,Potato,Desi,FAQ,800,860,830,9-Aug-19
525,Agra,Achnera,Potato,Desi,FAQ,800,860,830,7-Aug-19
526,Agra,Achnera,Potato,Desi,FAQ,800,880,840,6-Aug-19
527,Agra,Achnera,Potato,Desi,FAQ,800,880,840,5-Aug-19
528,Agra,Achnera,Potato,Desi,FAQ,800,880,840,4-Aug-19
529,Agra,Achnera,Potato,Desi,FAQ,820,880,850,3-Aug-19
530,Agra,Achnera,Potato,Desi,FAQ,830,870,850,2-Aug-19
531,Agra,Achnera,Potato,Desi,FAQ,840,890,870,31-Jul-19
532,Agra,Achnera,Potato,Desi,FAQ,800,900,850,30-Jul-19
533,Agra,Achnera,Potato,Desi,FAQ,800,880,840,29-Jul-19
534,Agra,Achnera,Potato,Desi,FAQ,820,880,850,28-Jul-19
535,Agra,Achnera,Potato,Desi,FAQ,800,880,840,27-Jul-19
536,Agra,Achnera,Potato,Desi,FAQ,800,860,830,26-Jul-19
537,Agra,Achnera,Potato,Desi,FAQ,830,890,860,24-Jul-19
538,Agra,Achnera,Potato,Desi,FAQ,820,880,850,23-Jul-19
539,Agra,Achnera,Potato,Desi,FAQ,800,880,840,22-Jul-19
540,Agra,Achnera,Potato,Desi,FAQ,800,860,830,21-Jul-19
541,Agra,Achnera,Potato,Desi,FAQ,820,870,850,20-Jul-19
542,Agra,Achnera,Potato,Desi,FAQ,800,880,840,19-Jul-19
543,Agra,Achnera,Potato,Desi,FAQ,800,880,840,17-Jul-19
544,Agra,Achnera,Potato,Desi,FAQ,800,880,840,16-Jul-19
545,Agra,Achnera,Potato,Desi,FAQ,800,860,830,15-Jul-19
546,Agra,Achnera,Potato,Desi,FAQ,800,860,830,14-Jul-19
547,Agra,Achnera,Potato,Desi,FAQ,790,830,810,13-Jul-19
548,Agra,Achnera,Potato,Desi,FAQ,800,860,830,12-Jul-19
549,Agra,Achnera,Potato,Desi,FAQ,800,880,840,10-Jul-19
550,Agra,Achnera,Potato,Desi,FAQ,830,890,860,9-Jul-19
551,Agra,Achnera,Potato,Desi,FAQ,830,870,850,8-Jul-19
552,Agra,Achnera,Potato,Desi,FAQ,800,870,840,7-Jul-19
553,Agra,Achnera,Potato,Desi,FAQ,800,860,830,6-Jul-19
554,Agra,Achnera,Potato,Desi,FAQ,800,880,840,5-Jul-19
555,Agra,Achnera,Potato,Desi,FAQ,850,890,870,2-Jul-19
556,Agra,Achnera,Potato,Desi,FAQ,800,880,840,1-Jul-19
557,Agra,Achnera,Potato,Desi,FAQ,840,920,880,30-Jun-19
558,Agra,Achnera,Potato,Desi,FAQ,840,890,870,29-Jun-19
559,Agra,Achnera,Potato,Desi,FAQ,840,880,860,28-Jun-19
560,Agra,Achnera,Potato,Desi,FAQ,840,880,860,26-Jun-19
561,Agra,Achnera,Potato,Desi,FAQ,830,890,860,25-Jun-19
562,Agra,Achnera,Potato,Desi,FAQ,830,890,860,24-Jun-19
563,Agra,Achnera,Potato,Desi,FAQ,800,880,840,23-Jun-19
564,Agra,Achnera,Potato,Desi,FAQ,830,890,860,22-Jun-19
565,Agra,Achnera,Potato,Desi,FAQ,830,900,870,21-Jun-19
566,Agra,Achnera,Potato,Desi,FAQ,820,880,850,19-Jun-19
567,Agra,Achnera,Potato,Desi,FAQ,830,890,860,18-Jun-19
568,Agra,Achnera,Potato,Desi,FAQ,820,880,850,17-Jun-19
569,Agra,Achnera,Potato,Desi,FAQ,830,890,860,16-Jun-19
570,Agra,Achnera,Potato,Desi,FAQ,830,890,860,15-Jun-19
571,Agra,Achnera,Potato,Desi,FAQ,830,870,850,14-Jun-19
572,Agra,Achnera,Potato,Desi,FAQ,820,880,850,12-Jun-19
573,Agra,Achnera,Potato,Desi,FAQ,820,880,850,11-Jun-19
574,Agra,Achnera,Potato,Desi,FAQ,830,890,860,10-Jun-19
575,Agra,Achnera,Potato,Desi,FAQ,830,890,860,9-Jun-19
576,Agra,Achnera,Potato,Desi,FAQ,830,900,870,8-Jun-19
577,Agra,Achnera,Potato,Desi,FAQ,800,880,840,7-Jun-19
578,Agra,Achnera,Potato,Desi,FAQ,830,890,860,5-Jun-19
579,Agra,Achnera,Potato,Desi,FAQ,800,880,840,4-Jun-19
580,Agra,Achnera,Potato,Desi,FAQ,820,870,850,3-Jun-19
581,Agra,Achnera,Potato,Desi,FAQ,800,860,830,2-Jun-19
582,Agra,Achnera,Potato,Desi,FAQ,800,880,840,1-Jun-19
583,Agra,Achnera,Potato,Desi,FAQ,800,860,830,31-May-19
584,Agra,Achnera,Potato,Desi,FAQ,800,880,840,29-May-19
585,Agra,Achnera,Potato,Desi,FAQ,810,870,840,28-May-19
586,Agra,Achnera,Potato,Desi,FAQ,800,880,840,27-May-19
587,Agra,Achnera,Potato,Desi,FAQ,700,800,750,26-May-19
588,Agra,Achnera,Potato,Desi,FAQ,820,860,840,25-May-19
589,Agra,Achnera,Potato,Desi,FAQ,780,870,830,24-May-19
590,Agra,Achnera,Potato,Desi,FAQ,790,870,830,22-May-19
591,Agra,Achnera,Potato,Desi,FAQ,780,870,820,21-May-19
592,Agra,Achnera,Potato,Desi,FAQ,760,840,800,20-May-19
593,Agra,Achnera,Potato,Desi,FAQ,750,830,790,19-May-19
594,Agra,Achnera,Potato,Desi,FAQ,740,820,780,18-May-19
595,Agra,Achnera,Potato,Desi,FAQ,700,780,740,17-May-19
596,Agra,Achnera,Potato,Desi,FAQ,680,720,700,15-May-19
597,Agra,Achnera,Potato,Desi,FAQ,640,720,680,14-May-19
598,Agra,Achnera,Potato,Desi,FAQ,630,690,660,13-May-19
599,Agra,Achnera,Potato,Desi,FAQ,600,680,640,12-May-19
600,Agra,Achnera,Potato,Desi,FAQ,600,700,650,11-May-19
601,Agra,Achnera,Potato,Desi,FAQ,620,660,640,10-May-19
602,Agra,Achnera,Potato,Desi,FAQ,580,660,620,8-May-19
603,Agra,Achnera,Potato,Desi,FAQ,550,650,600,7-May-19
604,Agra,Achnera,Potato,Desi,FAQ,500,560,530,6-May-19
605,Agra,Achnera,Potato,Desi,FAQ,500,550,525,5-May-19
606,Agra,Achnera,Potato,Desi,FAQ,500,540,520,4-May-19
607,Agra,Achnera,Potato,Desi,FAQ,500,540,520,3-May-19
608,Agra,Achnera,Potato,Desi,FAQ,480,520,500,1-May-19
609,Agra,Achnera,Potato,Desi,FAQ,470,510,490,30-Apr-19
610,Agra,Achnera,Potato,Desi,FAQ,470,510,490,29-Apr-19
611,Agra,Achnera,Potato,Desi,FAQ,460,500,480,28-Apr-19
612,Agra,Achnera,Potato,Desi,FAQ,460,500,480,26-Apr-19
613,Agra,Achnera,Potato,Desi,FAQ,480,520,500,24-Apr-19
614,Agra,Achnera,Potato,Desi,FAQ,460,500,480,23-Apr-19
615,Agra,Achnera,Potato,Desi,FAQ,470,530,500,22-Apr-19
616,Agra,Achnera,Potato,Desi,FAQ,480,520,500,21-Apr-19
617,Agra,Achnera,Potato,Desi,FAQ,500,540,520,20-Apr-19
618,Agra,Achnera,Potato,Desi,FAQ,480,520,500,19-Apr-19
619,Agra,Achnera,Potato,Desi,FAQ,470,530,500,18-Apr-19
620,Agra,Achnera,Potato,Desi,FAQ,480,520,500,17-Apr-19
621,Agra,Achnera,Potato,Desi,FAQ,480,520,500,16-Apr-19
622,Agra,Achnera,Potato,Desi,FAQ,450,550,500,15-Apr-19
623,Agra,Achnera,Potato,Desi,FAQ,450,550,500,14-Apr-19
624,Agra,Achnera,Potato,Desi,FAQ,450,550,500,13-Apr-19
625,Agra,Achnera,Potato,Desi,FAQ,500,560,530,12-Apr-19
626,Agra,Achnera,Potato,Desi,FAQ,500,560,530,10-Apr-19
627,Agra,Achnera,Potato,Desi,FAQ,500,580,540,9-Apr-19
628,Agra,Achnera,Potato,Desi,FAQ,500,580,540,8-Apr-19
629,Agra,Achnera,Potato,Desi,FAQ,500,560,530,7-Apr-19
630,Agra,Achnera,Potato,Desi,FAQ,500,560,530,6-Apr-19
631,Agra,Achnera,Potato,Desi,FAQ,500,560,530,5-Apr-19
632,Agra,Achnera,Potato,Desi,FAQ,460,550,500,3-Apr-19
633,Agra,Achnera,Potato,Desi,FAQ,450,550,500,2-Apr-19
634,Agra,Achnera,Potato,Desi,FAQ,500,580,540,1-Apr-19
635,Agra,Achnera,Potato,Desi,FAQ,500,580,540,31-Mar-19
636,Agra,Achnera,Potato,Desi,FAQ,500,580,540,30-Mar-19
637,Agra,Achnera,Potato,Desi,FAQ,500,580,540,29-Mar-19
638,Agra,Achnera,Potato,Desi,FAQ,500,600,550,27-Mar-19
639,Agra,Achnera,Potato,Desi,FAQ,500,600,550,26-Mar-19
640,Agra,Achnera,Potato,Desi,FAQ,500,600,550,25-Mar-19
641,Agra,Achnera,Potato,Desi,FAQ,500,580,540,24-Mar-19
642,Agra,Achnera,Potato,Desi,FAQ,500,600,550,23-Mar-19
643,Agra,Achnera,Potato,Desi,FAQ,580,640,620,22-Mar-19
644,Agra,Achnera,Potato,Desi,FAQ,500,600,550,20-Mar-19
645,Agra,Achnera,Potato,Desi,FAQ,550,610,580,19-Mar-19
646,Agra,Achnera,Potato,Desi,FAQ,500,600,550,18-Mar-19
647,Agra,Achnera,Potato,Desi,FAQ,500,600,550,17-Mar-19
648,Agra,Achnera,Potato,Desi,FAQ,500,600,550,16-Mar-19
649,Agra,Achnera,Potato,Desi,FAQ,500,600,550,15-Mar-19
650,Agra,Achnera,Potato,Desi,FAQ,500,600,550,13-Mar-19
651,Agra,Achnera,Potato,Desi,FAQ,500,600,550,12-Mar-19
652,Agra,Achnera,Potato,Desi,FAQ,540,600,570,11-Mar-19
653,Agra,Achnera,Potato,Desi,FAQ,500,600,550,10-Mar-19
654,Agra,Achnera,Potato,Desi,FAQ,500,580,540,9-Mar-19
655,Agra,Achnera,Potato,Desi,FAQ,500,600,550,8-Mar-19
656,Agra,Achnera,Potato,Desi,FAQ,500,600,550,6-Mar-19
657,Agra,Achnera,Potato,Desi,FAQ,500,580,540,5-Mar-19
658,Agra,Achnera,Potato,Desi,FAQ,500,560,530,4-Mar-19
659,Agra,Achnera,Potato,Desi,FAQ,500,580,540,3-Mar-19
660,Agra,Achnera,Potato,Desi,FAQ,500,580,540,1-Mar-19
661,Agra,Achnera,Potato,Desi,FAQ,500,580,540,27-Feb-19
662,Agra,Achnera,Potato,Desi,FAQ,500,600,550,26-Feb-19
663,Agra,Achnera,Potato,Desi,FAQ,500,560,530,23-Feb-19
664,Agra,Achnera,Potato,Desi,FAQ,500,560,530,22-Feb-19
665,Agra,Achnera,Potato,Desi,FAQ,500,560,530,20-Feb-19
666,Agra,Achnera,Potato,Desi,FAQ,500,580,540,19-Feb-19
667,Agra,Achnera,Potato,Desi,FAQ,520,570,550,18-Feb-19
668,Agra,Achnera,Potato,Desi,FAQ,500,580,540,17-Feb-19
669,Agra,Achnera,Potato,Desi,FAQ,500,580,540,16-Feb-19
670,Agra,Achnera,Potato,Desi,FAQ,500,580,540,15-Feb-19
671,Agra,Achnera,Potato,Desi,FAQ,480,540,510,13-Feb-19
672,Agra,Achnera,Potato,Desi,FAQ,480,540,510,12-Feb-19
673,Agra,Achnera,Potato,Desi,FAQ,480,540,510,11-Feb-19
674,Agra,Achnera,Potato,Desi,FAQ,500,540,520,10-Feb-19
675,Agra,Achnera,Potato,Desi,FAQ,500,540,520,9-Feb-19
676,Agra,Achnera,Potato,Desi,FAQ,500,540,520,8-Feb-19
677,Agra,Achnera,Potato,Desi,FAQ,500,560,530,6-Feb-19
678,Agra,Achnera,Potato,Desi,FAQ,500,560,530,5-Feb-19
679,Agra,Achnera,Potato,Desi,FAQ,500,540,520,4-Feb-19
680,Agra,Achnera,Potato,Desi,FAQ,500,580,540,3-Feb-19
681,Agra,Achnera,Potato,Desi,FAQ,500,580,540,2-Feb-19
682,Agra,Achnera,Potato,Desi,FAQ,500,580,540,1-Feb-19
683,Agra,Achnera,Potato,Desi,FAQ,500,580,540,30-Jan-19
684,Agra,Achnera,Potato,Desi,FAQ,800,880,840,29-Jan-19
685,Agra,Achnera,Potato,Desi,FAQ,500,600,550,28-Jan-19
686,Agra,Achnera,Potato,Desi,FAQ,500,600,550,27-Jan-19
687,Agra,Achnera,Potato,Desi,FAQ,500,600,550,26-Jan-19
688,Agra,Achnera,Potato,Desi,FAQ,500,600,550,25-Jan-19
689,Agra,Achnera,Potato,Desi,FAQ,500,600,550,23-Jan-19
690,Agra,Achnera,Potato,Desi,FAQ,500,600,550,22-Jan-19
691,Agra,Achnera,Potato,Desi,FAQ,500,600,550,21-Jan-19
692,Agra,Achnera,Potato,Desi,FAQ,500,600,550,20-Jan-19
693,Agra,Achnera,Potato,Desi,FAQ,500,600,550,19-Jan-19
694,Agra,Achnera,Potato,Desi,FAQ,500,600,550,18-Jan-19
695,Agra,Achnera,Potato,Desi,FAQ,500,600,550,16-Jan-19
696,Agra,Achnera,Potato,Desi,FAQ,500,600,550,15-Jan-19
697,Agra,Achnera,Potato,Desi,FAQ,500,600,550,13-Jan-19
698,Agra,Achnera,Potato,Desi,FAQ,500,600,550,12-Jan-19
699,Agra,Achnera,Potato,Desi,FAQ,500,600,550,11-Jan-19
700,Agra,Achnera,Potato,Desi,FAQ,500,600,550,9-Jan-19
701,Agra,Achnera,Potato,Desi,FAQ,500,600,550,8-Jan-19
702,Agra,Achnera,Potato,Desi,FAQ,500,600,550,7-Jan-19
703,Agra,Achnera,Potato,Desi,FAQ,500,600,550,6-Jan-19
704,Agra,Achnera,Potato,Desi,FAQ,500,600,550,5-Jan-19
705,Agra,Achnera,Potato,Desi,FAQ,500,600,550,4-Jan-19
706,Agra,Achnera,Potato,Desi,FAQ,500,600,550,2-Jan-19
707,Agra,Achnera,Potato,Desi,FAQ,500,600,550,1-Jan-19
708,Agra,Achnera,Potato,Desi,FAQ,500,600,550,31-Dec-18
709,Agra,Achnera,Potato,Desi,FAQ,530,570,550,30-Dec-18
710,Agra,Achnera,Potato,Desi,FAQ,540,580,560,29-Dec-18
711,Agra,Achnera,Potato,Desi,FAQ,540,580,560,28-Dec-18
712,Agra,Achnera,Potato,Desi,FAQ,540,580,560,26-Dec-18
